FEMALE,HASCHLD,AFTER_ZT,ARRST_GR,EDUC_GR,AGEGROUP,INPERS,IN57,NONRES,TYPEAREA,RACE_ALL,APP_QTR,EARNY4,TREATMNT
0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,231.52256933616957,0.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,135.38534355821548,0.0
0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,183.65881144469824,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,85.62700032284043,0.0
0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,65.07824744965956,0.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,168.90324554202476,1.0
1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,144.9165090104927,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,106.58471502277952,0.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,317.5213128661529,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,137.23189199197918,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,2.0,33.29938901443795,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,407.2006333050275,1.0
0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,191.01762230249696,1.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,22.664107796609986,1.0
1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,29.31294809411388,1.0
0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0
0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,709.3164911682525,0.0
0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,310.0026483878156,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,262.9022901330872,0.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,171.6920652507105,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,312.7064055958739,1.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,190.19074110169365,0.0
1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,51.865450841449245,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,18.044365972047103,0.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,320.45937191504987,1.0
0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0
0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,491.0530281856735,0.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,16.45758264752029,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,466.7304356732696,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,432.57942818498157,1.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,435.90937758744064,1.0
1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,147.97699692380814,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,393.42842069669354,1.0
1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,30.0,0.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,115.26180629578045,1.0
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,259.3376135234375,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,300.8024050130265,0.0
0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,368.07196959599304,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,27.44455138552578,1.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,253.2483976270293,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,221.0866909227273,0.0
1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0
0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,345.46642570139886,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,114.24657577010947,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,206.21326746300636,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,2.0,104.64917976863013,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,383.0040315647724,1.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,458.1509578782572,0.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,189.72781937937788,0.0
0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,445.18950522955356,1.0
1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,16.000173457761527,0.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,578.0909734902143,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0
1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,120.39924692830161,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,75.5608507559023,1.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,465.30747702792434,1.0
0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,119.9110856676231,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,221.88919795197592,1.0
0.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1205.4950470393778,0.0
1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,398.80787633545225,0.0
1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,285.7881067587864,1.0
1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,321.2180434629046,1.0
1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,325.1264057201175,1.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,285.1434012534648,0.0
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,18.869755275563172,1.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,31.75808411080289,0.0
0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,79.23033737282819,1.0
1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,205.01452520111368,1.0
1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,165.8072796444352,1.0
0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,5.0,1.0,307.3206361658017,1.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,861.7726527987779,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,61.475795103577745,0.0
0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,416.26195937738794,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,196.0129077743063,0.0
0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,378.18605209192685,1.0
1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,116.93107720816317,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,46.10684632768331,1.0
0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,218.11633202277065,0.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,229.0352336310816,0.0
1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,22.413050298179385,0.0
0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,267.3706260807346,0.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,379.45563875875575,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,335.75646727955916,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,6.0,2.0,76.91785148637672,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,97.67259987797871,1.0
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,232.15977422422236,1.0
0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,343.1688382462845,1.0
0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,37.599420227622495,0.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,110.65643118643995,1.0
0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,199.21421034834677,1.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,230.0312700078921,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,398.42842069669354,0.0
0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,540.724285231227,1.0
1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,131.47052464880022,1.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,303.2872567217947,0.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,297.71200504835156,0.0
1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,238.90485992062574,1.0
1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,30.0,0.0
1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,96.60702799209636,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,280.7954855846419,0.0
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,289.7093315951056,1.0
1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,144.88610081825038,1.0
0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,283.4773149068377,1.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,285.1434012534648,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,274.2725987501396,1.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,167.26627189594416,0.0
1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,181.93363635011013,1.0
0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,436.17936050578163,0.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,1.0,129.23391272439815,1.0
0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,179.09953776959242,1.0
1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0
1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,113.41003450878772,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.590486703288783,1.0
0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,295.61894713112906,0.0
0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,395.50276064305797,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,146.93799686906297,1.0
1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,262.3300477444648,0.0
0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,298.5645110070046,1.0
0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,403.49610292701243,1.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,352.5372929449424,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,161.95675783571068,0.0
1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,347.82609974697084,1.0
0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,58.95089637610938,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,152.6940341143521,0.0
1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,236.71324188932746,1.0
0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,605.6393485306171,0.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,2.0,372.33108046363293,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,234.1829525915636,0.0
0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,507.54190582874037,1.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,135.52017098827966,1.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,248.23733059614472,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,229.0352336310816,0.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,265.61894713112906,1.0
1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,6.586692332526187,0.0
1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,105.60001869243482,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,274.3258025900978,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0
0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,90.0289646163863,1.0
1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,65.53758870863557,1.0
0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,403.17161618117797,1.0
1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,169.0825980949995,1.0
0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,227.6068128239605,1.0
0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,208.64516096128895,1.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,512.2503217649408,1.0
0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,23.816778954802068,1.0
1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,284.51612858357583,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,171.6920652507105,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,460.89516055560534,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,284.51612858357583,1.0
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,30.0,0.0
0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,384.79118904053917,1.0
1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,147.63108096206997,1.0
0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,242.54361226176036,1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,518.6095996031606,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,348.3387307730386,1.0
0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,245.65545559870577,1.0
1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,451.070372527708,1.0
1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,6.0,2.0,238.90485992062574,1.0
1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,181.17757005411812,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,229.0352336310816,0.0
0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,262.8324513474142,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,98.5523458314882,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,237.1209239709427,1.0
1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,285.547683399472,1.0
0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,318.6580640136049,0.0
0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,383.58775908121254,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,441.91047065682665,0.0
1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,241.3054380032146,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,23.801915224771314,0.0
0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,211.2912115676421,0.0
0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,173.9047993880393,0.0
1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,213.2782107365443,1.0
1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,168.2117110973393,1.0
0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,210.33128069895213,1.0
0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,636.1209683460703,1.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,404.5418224870002,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,64.03728656622681,1.0
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,312.47413658994685,1.0
1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,265.6431244200218,1.0
1.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,133.90161498295794,0.0
1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,546.2709668804656,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,201.28366864898373,1.0
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,370.2082649027297,0.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,225.9601397408289,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,579.0974388464477,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0
1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,171.6920652507105,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,494.0601206095937,1.0
1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,227.37098131328935,1.0
1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,295.5483866780041,0.0
0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,57.96289252623045,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,157.39980210801085,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,264.2029647292947,0.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,127.654255435154,1.0
0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,226.59377150904515,0.0
0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,509.2053672936853,1.0
0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,15.389472042686617,1.0
1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,166.16738299634486,0.0
1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,238.90485992062574,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,21.223786404806603,0.0
1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,30.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,545.0645152615798,1.0
1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,370.9902218521521,1.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,499.92128952631913,1.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,116.9137889023398,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,110.94459897598796,1.0
